timestamp,temperature,current,vibration,voltage,acoustic_strain,optical_osnr,optical_ber,optical_power,cable_domain_id,cable_distance_norm,label,fault_type
2025-01-01 00:00:00.000,24.950000000000045,3.7834691501746214,1.6071428571428572,240.0,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.100,25.05000000000001,3.1175785797438884,1.7513736263736264,239.52,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.200,24.950000000000045,3.536670547147846,1.879120879120879,239.2,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.300,25.05000000000001,3.2339930151338763,1.4711538461538463,238.88,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.400,25.05000000000001,3.1175785797438884,1.491758241758242,238.56,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.500,24.950000000000045,3.1967403958090803,1.5700549450549453,238.24,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.600,24.950000000000045,3.8160651920838182,1.5906593406593408,237.76,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.700,24.950000000000045,3.671711292200233,1.5000000000000004,237.44,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.800,25.150000000000034,4.323632130384167,1.021978021978022,237.12,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:00.900,25.350000000000023,4.668218859138533,0.9972527472527473,236.64,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.000,25.25,4.859138533178115,0.8282967032967032,236.16,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.100,25.450000000000045,3.187427240977881,1.668956043956044,235.36,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.200,25.450000000000045,2.7962747380675204,1.9491758241758246,234.56,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.300,25.450000000000045,4.672875436554133,1.0796703296703296,234.08,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.400,25.450000000000045,6.037252619324796,0.6510989010989011,233.6,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.500,25.450000000000045,3.741559953434226,1.837912087912088,233.28,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.600,25.450000000000045,2.6658905704307334,1.7637362637362641,232.96,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.700,25.55000000000001,3.1268917345750875,1.7225274725274726,232.48,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.800,25.650000000000034,2.6426076833527357,2.0892857142857144,232.0,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:01.900,25.75,4.160651920838184,1.1826923076923077,231.2,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.000,25.75,2.9639115250291037,1.6030219780219783,230.72,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.100,25.650000000000034,3.3131548311990686,1.6895604395604396,229.92,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.200,25.75,3.923166472642608,1.1085164835164836,229.6,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.300,25.850000000000023,4.7473806752037255,0.9024725274725274,229.12,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.400,25.850000000000023,3.830034924330617,1.3804945054945055,228.8,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.500,25.850000000000023,5.227008149010477,0.8035714285714286,228.32,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.600,25.950000000000045,3.60186263096624,1.4505494505494507,228.0,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.700,25.950000000000045,4.994179278230501,0.8571428571428572,227.68,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.800,25.950000000000045,3.2619324796274736,1.6648351648351651,226.88,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:02.900,25.850000000000023,4.444703143189756,1.083791208791209,226.56,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.000,25.950000000000045,2.7962747380675204,1.8296703296703298,226.24,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.100,25.850000000000023,4.933643771827707,0.8942307692307692,225.76,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.200,25.850000000000023,3.168800931315483,1.833791208791209,225.44,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.300,25.75,4.314318975552968,1.1826923076923077,225.12,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.400,25.650000000000034,3.8207217694994178,1.2733516483516485,224.8,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.500,25.650000000000034,3.3224679860302677,1.8461538461538463,224.32,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.600,25.75,3.923166472642608,1.355769230769231,223.84,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.700,25.650000000000034,3.2619324796274736,1.4587912087912092,223.36,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.800,25.75,2.982537834691502,1.9326923076923082,223.04,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:03.900,25.650000000000034,2.8474970896391154,2.0068681318681323,222.24,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.000,25.650000000000034,2.9033760186263096,1.7142857142857144,221.92,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.100,25.650000000000034,2.931315483119907,1.936813186813187,221.6,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.200,25.650000000000034,2.931315483119907,1.8667582417582422,221.28,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.300,25.650000000000034,2.949941792782305,1.8420329670329672,220.8,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.400,25.650000000000034,3.4155995343422587,1.800824175824176,220.0,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.500,25.650000000000034,3.4947613504074506,1.8667582417582422,219.52,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.600,25.55000000000001,5.1431897555296855,0.9065934065934067,219.2,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.700,25.650000000000034,3.164144353899884,1.7513736263736264,218.72,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.800,25.650000000000034,3.1967403958090803,2.0645604395604398,218.4,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:04.900,25.75,3.1362048894062866,1.6607142857142858,217.6,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:05.000,25.75,9.883585564610012,0.03296703296703296,217.12,0.0,20.0,0.0,0.0,0,0.0,1,insulation_failure
2025-01-01 00:00:05.100,25.75,3.0011641443538997,2.105769230769231,216.8,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:05.200,25.650000000000034,3.5320139697322466,1.6483516483516485,216.48,0.0,20.0,0.0,0.0,0,0.0,0,none
2025-01-01 00:00:05.300,25.55000000000001,3.848661233993015,1.289835164835165,215.68,0.0,20.0,0.0,0.0,0,0.0,0,none
