timestamp,voltage,current,temperature,vibration,acoustic_strain,optical_osnr,optical_ber,optical_power,cable_distance_norm,cable_domain_id,label,fault_type
2026-06-01T12:00:00,220.4,4.986,18.19,0.0652,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.100000,219.81,4.977,18.47,0.0577,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.200000,219.62,5.054,17.86,0.0453,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.300000,220.19,4.809,17.48,0.0444,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.400000,219.19,5.031,17.73,0.0359,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.500000,221.17,4.977,18.02,0.0358,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.600000,219.56,5.011,17.65,0.0538,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.700000,219.52,4.971,17.82,0.0685,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.800000,219.99,4.894,18.25,0.0378,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:00.900000,220.17,4.804,17.6,0.052,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01,220.59,5.017,17.97,0.047,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.100000,218.82,4.928,17.86,0.0606,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.200000,220.27,4.824,18.1,0.0461,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.300000,219.46,5.061,18.31,0.0593,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.400000,219.33,4.969,18.1,0.0598,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.500000,219.62,4.981,17.67,0.038,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.600000,220.65,5.136,17.98,0.06,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.700000,220.29,4.935,18.11,0.0654,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.800000,219.97,5.156,17.21,0.0582,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:01.900000,220.07,4.97,18.03,0.0301,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:02,219.82,5.036,18.44,0.0448,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:02.100000,219.35,4.95,18.27,0.0533,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:02.200000,219.58,5.051,18.03,0.0597,0.0,25.0,-12.0,1.5,0.0,0,0,none
2026-06-01T12:00:02.300000,219.44,4.967,17.88,0.0354,0.0,25.0,-12.0,1.5,0.0,0,0,none
