timestamp,voltage,current,temperature,vibration,acoustic_strain,optical_osnr,optical_ber,optical_power,cable_domain_id,label,fault_type
2025-01-01 00:16:28.599999905,0.0,0.0,0.0,0.0528111650868481,0.0,38.55791732433487,-7.725465648520887,0.5894090004572572,1,0,none
2025-01-01 00:16:28.700000048,0.0,0.0,0.0,0.123150164680787,0.0,18.19934525039008,-4.043267672469338,0.747224992681208,1,0,none
2025-01-01 00:16:28.799999952,0.0,0.0,0.0,0.0668720052031154,0.0,38.67679314392564,-7.759278153841225,0.5714227340780165,1,0,none
2025-01-01 00:16:28.900000095,0.0,0.0,0.0,0.1025124719614234,0.0,17.964224927333806,-3.8501682894842726,0.7250858162117098,1,0,none
2025-01-01 00:16:29.000000000,0.0,0.0,0.0,0.3454303830374676,0.0,38.87558423635394,-7.6594139894752,0.6494835106201733,1,0,none
2025-01-01 00:16:29.099999905,0.0,0.0,0.0,0.3342279579189721,0.0,18.57474713447928,-4.322398708304552,0.5724823206090089,1,0,none
2025-01-01 00:16:29.200000048,0.0,0.0,0.0,0.1918018959434939,0.0,17.791047332380153,-15.065927684412346,0.5921691726495366,1,0,none
2025-01-01 00:16:29.299999952,0.0,0.0,0.0,0.1410830238962409,0.0,24.93507438650849,-12.131226378912368,0.7711815590909257,1,0,none
2025-01-01 00:16:29.400000095,0.0,0.0,0.0,0.1542785938235711,0.0,38.55907335491672,-7.6189432531530015,0.452978488724582,1,0,none
2025-01-01 00:16:29.500000000,0.0,0.0,0.0,0.1057637882760451,0.0,11.866507434098049,-15.01665229944864,0.6716068426374292,1,0,none
2025-01-01 00:16:29.599999905,0.0,0.0,0.0,0.059740092504557,0.0,38.46697117452949,-7.567000654313506,0.5511810301207325,1,0,none
2025-01-01 00:16:29.700000048,0.0,0.0,0.0,0.0783368712227124,0.0,11.918918889697617,-2.074768478292779,0.7060362768959662,1,0,none
2025-01-01 00:16:29.799999952,0.0,0.0,0.0,0.0544041785324364,0.0,39.08386051121214,-7.8384732191922,0.5088740177909159,1,0,none
2025-01-01 00:16:29.900000095,0.0,0.0,0.0,0.0865446958692973,0.0,12.38398549249913,-2.260445997845012,0.7737459936896902,1,0,none
2025-01-01 00:16:30.000000000,0.0,0.0,0.0,0.0808611599335109,0.0,38.780396412200986,-7.672791000421903,0.6290687984585717,1,0,none
2025-01-01 00:16:30.099999905,0.0,0.0,0.0,0.039803145144477,0.0,24.91097768390132,-6.536959975468844,0.648408822183893,1,0,none
2025-01-01 00:16:30.200000048,0.0,0.0,0.0,0.0269996728486014,0.0,38.26480189732063,-7.6633957698561055,0.5414761925509153,1,0,none
2025-01-01 00:16:30.299999952,0.0,0.0,0.0,0.024756947283847,0.0,24.787552668626788,-6.606265936912748,0.7231640170895194,1,0,none
2025-01-01 00:16:30.400000095,0.0,0.0,0.0,0.0455300527564078,0.0,38.79114653788401,-7.775322875335199,0.5890106986100121,1,0,none
2025-01-01 00:16:30.500000000,0.0,0.0,0.0,0.0211772807839265,0.0,24.52252061118981,-5.5435139511216285,0.7159563671534519,1,0,none
2025-01-01 00:16:30.599999905,0.0,0.0,0.0,0.0810558484846152,0.0,38.79096596206198,-7.57945715591993,0.6380701274968058,1,0,none
2025-01-01 00:16:30.700000048,0.0,0.0,0.0,0.0330229699940992,0.0,21.69678276757883,-5.051948512106431,0.7014453296662897,1,0,none
2025-01-01 00:16:30.799999952,0.0,0.0,0.0,0.0810219452549978,0.0,21.21854499379692,-5.064148993096941,0.615599639519605,1,0,none
2025-01-01 00:16:30.900000095,0.0,0.0,0.0,0.0600691398712605,0.0,25.4242087406686,-12.154175091148767,0.7176816164827016,1,0,none
2025-01-01 00:16:31.000000000,0.0,0.0,0.0,0.0662895734927216,0.0,37.86550162513264,-7.714608617415952,0.5528991473294426,1,0,none
2025-01-01 00:16:31.099999905,0.0,0.0,0.0,0.04958196665251,0.0,21.190379584629497,-5.248855366111447,0.6893642462100574,1,0,none
2025-01-01 00:16:31.200000048,0.0,0.0,0.0,0.040245178745868,0.0,38.38464403569379,-7.606050419762408,0.5950432220274497,1,0,none
2025-01-01 00:16:31.299999952,0.0,0.0,0.0,0.0381245451650834,0.0,25.13875914370237,-6.575514931142283,0.7439778568679412,1,0,none
2025-01-01 00:16:31.400000095,0.0,0.0,0.0,0.0294535177063806,0.0,25.096316440218228,-6.422742363553482,0.567891053125995,1,0,none
2025-01-01 00:16:31.500000000,0.0,0.0,0.0,0.0409119145864032,0.0,25.0869733522113,-12.057549385242684,0.7343315684357463,1,0,none
2025-01-01 00:16:31.599999905,0.0,0.0,0.0,0.0702971934445478,0.0,38.99480222591555,-7.491101566137233,0.5793214250829508,1,0,none
2025-01-01 00:16:31.700000048,0.0,0.0,0.0,0.1147668982516002,0.0,24.538364548645784,-6.451974046480943,0.7698716986927876,1,0,none
