timestamp,voltage,current,temperature,vibration,acoustic_strain,optical_osnr,optical_ber,optical_power,cable_domain_id,label,fault_type
2025-01-01 00:00:00.000000000,0.0,0.0,0.0,0.004599949248187996,0.0,38.649014245903366,-7.606126545267306,0.028438484766972433,1,0,none
2025-01-01 00:00:00.099999905,0.0,0.0,0.0,0.006565854052958821,0.0,23.458520709648646,-6.106738741594295,0.6185056881213643,1,0,none
2025-01-01 00:00:00.200000048,0.0,0.0,0.0,0.12048585948260429,0.0,23.694306561430206,-5.9831120799198665,0.6673958039060441,1,0,none
2025-01-01 00:00:00.299999952,0.0,0.0,0.0,0.08089793472181989,0.0,23.856908956922407,-6.064242985500581,0.7390319299738854,1,0,none
2025-01-01 00:00:00.400000095,0.0,0.0,0.0,0.01628472406225496,0.0,23.429753987583,-5.997000787546167,0.741478129816062,1,0,none
2025-01-01 00:00:00.500000000,0.0,0.0,0.0,0.012963604111026893,0.0,23.329758912915246,-6.162411928224407,0.6212331315978461,1,0,none
2025-01-01 00:00:00.599999905,0.0,0.0,0.0,0.026733848558165414,0.0,23.873763844652217,-6.046641597228346,0.012659184784964948,1,0,none
2025-01-01 00:00:00.700000048,0.0,0.0,0.0,0.0025333799095467254,0.0,25.230230418745872,-12.069926316395446,0.5785366560164428,1,0,none
2025-01-01 00:00:00.799999952,0.0,0.0,0.0,0.01819899933180677,0.0,23.559157684219514,-6.1885500774589115,0.6912334312345715,1,0,none
2025-01-01 00:00:00.900000095,0.0,0.0,0.0,0.057219129350867315,0.0,23.46276801307579,-6.154652917118092,0.7276677349527947,1,0,none
2025-01-01 00:00:01.000000000,0.0,0.0,0.0,0.007109077941899059,0.0,23.36097469215626,-6.122481594449408,0.6519899727058008,1,0,none
2025-01-01 00:00:01.099999905,0.0,0.0,0.0,0.10126943073069901,0.0,23.260281073928923,-5.944581516130087,0.7166307972819936,1,0,none
2025-01-01 00:00:01.200000048,0.0,0.0,0.0,0.023489501311425513,0.0,25.07258868146981,-12.05709403560632,0.5680065475638781,1,0,none
2025-01-01 00:00:01.299999952,0.0,0.0,0.0,0.07805696574898045,0.0,22.826015926602658,-6.193666737179112,0.6708729515681583,1,0,none
2025-01-01 00:00:01.400000095,0.0,0.0,0.0,0.07529932604968965,0.0,22.98252465024609,-6.053364969901622,0.654057191592481,1,0,none
2025-01-01 00:00:01.500000000,0.0,0.0,0.0,0.01753741427798131,0.0,23.331313741227707,-6.065624063243223,0.6589357562167977,1,0,none
2025-01-01 00:00:01.599999905,0.0,0.0,0.0,0.10619657031979597,0.0,23.196150663899672,-6.118256270033491,0.6413092574765314,1,0,none
2025-01-01 00:00:01.700000048,0.0,0.0,0.0,0.006200910447919932,0.0,23.59427419977858,-6.0821291827533654,0.7997977464113203,1,0,none
2025-01-01 00:00:01.799999952,0.0,0.0,0.0,0.03491587268342596,0.0,24.727592777343638,-11.902377287057398,0.5868113722582564,1,0,none
2025-01-01 00:00:01.900000095,0.0,0.0,0.0,0.024977358542460873,0.0,23.076308889599414,-6.000963308731905,0.6008448426427926,1,0,none
2025-01-01 00:00:02.000000000,0.0,0.0,0.0,0.030093403737390247,0.0,23.839694630676465,-6.014206616273598,0.5994704698420703,1,0,none
2025-01-01 00:00:02.099999905,0.0,0.0,0.0,0.1072084886876133,0.0,23.332267109854037,-6.189972026195305,0.6372812791486719,1,0,none
2025-01-01 00:00:02.200000048,0.0,0.0,0.0,0.062077943952757564,0.0,23.420258461406377,-5.779887323139458,0.686841856205259,1,0,none
2025-01-01 00:00:02.299999952,0.0,0.0,0.0,0.06282377646694591,0.0,23.07257554413596,-5.966991368641866,0.6574028706945407,1,0,none
