timestamp,voltage,current,temperature,vibration,label,fault_type
2025-01-01T00:00:00,401.29,9.546,64.24,0.4465,0,none
2025-01-01T00:01:00,404.29,9.794,66.0,0.701,0,none
2025-01-01T00:02:00,406.31,9.781,64.31,0.5455,0,none
2025-01-01T00:03:00,391.66,9.569,65.99,0.4876,0,none
2025-01-01T00:04:00,409.68,9.691,62.91,0.411,0,none
2025-01-01T00:05:00,400.07,9.92,69.46,0.4601,0,none
2025-01-01T00:06:00,400.27,10.443,64.78,0.5556,0,none
2025-01-01T00:07:00,401.97,10.42,62.18,0.5808,0,none
2025-01-01T00:08:00,399.31,10.095,64.23,0.6659,0,none
2025-01-01T00:09:00,389.76,10.701,63.64,0.6529,0,none
2025-01-01T00:10:00,406.11,10.509,66.66,0.7266,0,none
2025-01-01T00:11:00,397.03,9.711,63.69,0.5925,0,none
2025-01-01T00:12:00,393.5,10.507,64.42,0.3932,0,none
2025-01-01T00:13:00,394.61,9.603,62.03,0.5514,0,none
2025-01-01T00:14:00,404.26,10.481,63.75,0.5308,0,none
2025-01-01T00:15:00,400.03,10.348,65.89,0.509,0,none
2025-01-01T00:16:00,390.71,9.919,65.22,0.4305,0,none
2025-01-01T00:17:00,398.65,9.353,64.36,0.5506,0,none
2025-01-01T00:18:00,410.45,9.496,64.95,0.4039,0,none
2025-01-01T00:19:00,399.54,9.891,66.67,0.5974,0,none
2025-01-01T00:20:00,400.81,9.945,67.37,0.518,0,none
2025-01-01T00:21:00,407.58,9.186,68.56,0.4382,0,none
2025-01-01T00:22:00,394.57,9.981,62.67,0.5569,0,none
2025-01-01T00:23:00,397.69,10.147,63.05,0.4778,0,none
2025-01-01T00:24:00,400.48,9.909,68.18,0.5586,0,none
2025-01-01T00:25:00,401.02,9.075,65.76,0.6236,0,none
2025-01-01T00:26:00,396.55,9.904,58.95,0.3754,0,none
2025-01-01T00:27:00,389.58,10.056,64.7,0.4894,0,none
2025-01-01T00:28:00,397.82,10.513,62.53,0.4926,0,none
2025-01-01T00:29:00,402.98,9.914,64.82,0.4175,0,none
2025-01-01T00:30:00,398.33,10.363,60.96,0.4842,0,none
2025-01-01T00:31:00,397.08,9.969,68.55,0.4553,0,none
2025-01-01T00:32:00,407.45,10.554,65.06,0.5087,0,none
2025-01-01T00:33:00,400.91,9.592,66.25,0.4387,0,none
2025-01-01T00:34:00,400.18,8.907,63.27,0.5535,0,none
2025-01-01T00:35:00,394.38,10.172,63.99,0.599,0,none
2025-01-01T00:36:00,406.29,10.094,64.97,0.504,0,none
2025-01-01T00:37:00,399.89,10.601,70.01,0.3667,0,none
2025-01-01T00:38:00,394.86,10.687,62.72,0.3628,0,none
2025-01-01T00:39:00,410.58,9.868,64.5,0.4491,0,none
2025-01-01T00:40:00,402.91,9.439,68.55,0.5753,0,none
2025-01-01T00:41:00,372.19,13.347,82.88,1.0265,1,winding_short
2025-01-01T00:42:00,386.86,14.486,87.48,1.0565,1,winding_short
2025-01-01T00:43:00,392.93,11.832,83.72,0.8512,1,winding_short
2025-01-01T00:44:00,390.2,14.189,85.55,1.1289,1,winding_short
2025-01-01T00:45:00,373.92,14.08,86.84,1.2951,1,winding_short
2025-01-01T00:46:00,380.33,14.289,79.86,0.7196,1,winding_short
2025-01-01T00:47:00,380.29,14.31,82.97,1.1005,1,winding_short
2025-01-01T00:48:00,385.09,12.589,77.98,0.7376,1,winding_short
2025-01-01T00:49:00,370.02,12.727,87.16,1.2261,1,winding_short
2025-01-01T00:50:00,386.87,13.947,78.53,0.9569,1,winding_short
2025-01-01T00:51:00,374.66,15.295,76.6,0.9404,1,winding_short
2025-01-01T00:52:00,378.1,13.121,82.93,0.897,1,winding_short
2025-01-01T00:53:00,375.67,13.417,86.45,1.1785,1,winding_short
2025-01-01T00:54:00,369.2,14.081,85.84,1.0907,1,winding_short
2025-01-01T00:55:00,377.42,13.73,76.4,0.91,1,winding_short
