timestamp,voltage,current,temperature,vibration,label,fault_type
2025-01-01T00:00:00,199.78,4.126,22.4,-0.001,1,connector_fault
2025-01-01T00:00:00.010000,213.42,4.81,19.98,0.0199,1,bending_loss
2025-01-01T00:00:00.020000,220.36,5.461,19.71,-0.0065,0,none
2025-01-01T00:00:00.030000,218.79,5.026,19.07,-0.0053,1,bending_loss
2025-01-01T00:00:00.040000,208.87,4.352,24.73,0.0354,1,splice_loss
2025-01-01T00:00:00.050000,219.59,5.147,19.51,0.0023,0,none
2025-01-01T00:00:00.060000,213.19,5.346,19.84,-0.0055,1,bending_loss
2025-01-01T00:00:00.070000,191.15,4.187,21.53,-0.003,1,connector_fault
2025-01-01T00:00:00.080000,219.07,5.222,19.91,0.0128,0,none
2025-01-01T00:00:00.090000,181.88,5.16,22.51,-0.012,1,connector_fault
2025-01-01T00:00:00.100000,220.81,4.818,20.83,-0.0009,0,none
2025-01-01T00:00:00.110000,219.29,4.873,19.47,0.0131,0,none
2025-01-01T00:00:00.120000,189.37,5.437,21.41,-0.0091,1,connector_fault
2025-01-01T00:00:00.130000,220.27,4.999,20.43,-0.0159,0,none
2025-01-01T00:00:00.140000,210.17,5.042,24.82,-0.0214,1,splice_loss
2025-01-01T00:00:00.150000,220.2,5.241,20.04,0.0016,0,none
2025-01-01T00:00:00.160000,215.75,4.932,19.66,0.0063,1,bending_loss
2025-01-01T00:00:00.170000,192.08,4.564,22.79,0.0168,1,connector_fault
2025-01-01T00:00:00.180000,219.5,5.058,21.03,0.0061,0,none
2025-01-01T00:00:00.190000,204.79,4.777,25.18,0.0075,1,splice_loss
2025-01-01T00:00:00.200000,214.95,4.955,19.23,-0.0082,1,bending_loss
2025-01-01T00:00:00.210000,219.92,4.769,19.77,-0.0035,0,none
2025-01-01T00:00:00.220000,188.14,4.75,21.8,-0.0057,1,connector_fault
2025-01-01T00:00:00.230000,219.65,4.794,20.29,0.0037,0,none
2025-01-01T00:00:00.240000,198.59,5.045,21.0,0.0047,1,connector_fault
2025-01-01T00:00:00.250000,219.91,5.247,20.21,0.0075,0,none
2025-01-01T00:00:00.260000,217.46,4.548,19.5,-0.0066,1,bending_loss
2025-01-01T00:00:00.270000,207.98,4.298,27.79,0.0166,1,splice_loss
2025-01-01T00:00:00.280000,211.12,5.064,26.34,-0.076,1,splice_loss
2025-01-01T00:00:00.290000,213.77,4.66,19.87,-0.0232,1,bending_loss
2025-01-01T00:00:00.300000,182.3,5.924,22.3,-0.0024,1,connector_fault
2025-01-01T00:00:00.310000,184.67,4.227,23.52,0.016,1,connector_fault
2025-01-01T00:00:00.320000,220.58,5.264,20.03,-0.012,0,none
2025-01-01T00:00:00.330000,206.64,4.708,24.48,-0.0026,1,splice_loss
2025-01-01T00:00:00.340000,216.42,5.142,19.07,0.0061,1,bending_loss
2025-01-01T00:00:00.350000,221.63,5.095,20.01,-0.0076,0,none
2025-01-01T00:00:00.360000,208.88,5.104,25.42,0.0066,1,splice_loss
2025-01-01T00:00:00.370000,190.69,5.02,21.72,-0.0009,1,connector_fault
2025-01-01T00:00:00.380000,221.47,4.906,20.15,-0.0016,0,none
2025-01-01T00:00:00.390000,220.2,4.821,20.1,-0.0003,0,none
2025-01-01T00:00:00.400000,216.85,4.912,20.52,0.0284,1,bending_loss
2025-01-01T00:00:00.410000,193.2,5.53,22.38,0.0251,1,connector_fault
2025-01-01T00:00:00.420000,205.08,5.119,25.73,-0.0497,1,splice_loss
2025-01-01T00:00:00.430000,183.73,4.612,20.86,-0.0052,1,connector_fault
2025-01-01T00:00:00.440000,217.25,5.16,20.1,0.0096,1,bending_loss
2025-01-01T00:00:00.450000,217.61,4.873,20.24,0.0103,1,bending_loss
2025-01-01T00:00:00.460000,186.95,4.139,20.74,0.0044,1,connector_fault
2025-01-01T00:00:00.470000,214.74,5.219,20.25,0.0053,1,bending_loss
2025-01-01T00:00:00.480000,219.85,5.204,20.08,0.0136,0,none
2025-01-01T00:00:00.490000,185.26,4.588,22.09,0.0119,1,connector_fault
2025-01-01T00:00:00.500000,210.17,4.029,26.75,0.0237,1,splice_loss
2025-01-01T00:00:00.510000,218.32,4.804,20.32,0.0055,0,none
2025-01-01T00:00:00.520000,180.63,5.297,20.49,-0.0132,1,connector_fault
2025-01-01T00:00:00.530000,220.63,4.632,20.0,-0.0141,0,none
2025-01-01T00:00:00.540000,215.08,4.904,19.15,0.0222,1,bending_loss
2025-01-01T00:00:00.550000,216.0,4.83,19.16,-0.0065,1,bending_loss
2025-01-01T00:00:00.560000,190.68,5.17,22.76,-0.006,1,connector_fault
2025-01-01T00:00:00.570000,210.18,4.892,26.71,-0.0144,1,splice_loss
2025-01-01T00:00:00.580000,189.6,4.934,21.1,0.002,1,connector_fault
2025-01-01T00:00:00.590000,217.17,4.827,20.13,-0.0058,1,bending_loss
2025-01-01T00:00:00.600000,221.02,5.183,21.06,0.0154,0,none
2025-01-01T00:00:00.610000,216.27,4.775,20.58,-0.0048,1,bending_loss
2025-01-01T00:00:00.620000,219.28,5.158,19.46,-0.0237,1,bending_loss
2025-01-01T00:00:00.630000,211.34,4.409,26.29,0.0029,1,splice_loss
2025-01-01T00:00:00.640000,210.72,4.938,20.62,0.0067,1,bending_loss
2025-01-01T00:00:00.650000,211.17,5.007,19.76,-0.0304,1,bending_loss
